Product_Name,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_qualtiy,Speaker,Frequency,Image_url,
MOTOROLA,4.3,20879,3410,â‚¹45999,â‚¹61999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kingqkw0/television/w/b/y/motorola-43sauhdmq-original-imafydykpnw3hzgv.jpeg?q=70,
Hyundai,4.9,0,0,â‚¹13499,â‚¹23990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/television/x/w/x/smthy32hdb52vrtyw-hyundai-original-imagczwzpe6wdh8k.jpeg?q=70,
Croma,4.2,0,0,â‚¹11990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,
MOTOROLA,4.4,9687,1532,â‚¹19999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/m/d/d/motorola-32sahdme-original-imafwc5yzz7cyv3r.jpeg?q=70,
MOTOROLA,4.5,0,0,â‚¹25499,â‚¹33000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/television/d/i/m/43fhdadmvvee-motorola-original-imagdv4wrgtupkhw.jpeg?q=70,
Vu,4.3,34845,4762,â‚¹23999,â‚¹40000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kykgb680/television/o/u/l/-original-imagas4zaf5guqjd.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,
MOTOROLA,4.4,9687,1532,â‚¹62999,â‚¹79999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840Ã—2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/television/b/n/z/65uhdadmrs7p-motorola-original-imag7a7nenjvfanu.jpeg?q=70,
Yuwa,3.5,0,0,â‚¹5999,â‚¹10192,HD Ready 1366*768 Pixels,20 WATT Speaker Output,60 Hz Refresh Rate,1 x HDMI | 1 x USB,LED,https://rukminim1.flixcart.com/image/312/312/l1b1oy80/television/3/0/a/nty-24n-nty-24-yuwa-original-imagcwghxyf9u29q.jpeg?q=70,
Blaupunkt,4.6,3380,928,â‚¹35999,â‚¹47999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/z/c/1/-original-imagcppgc2ycvxdb.jpeg?q=70,
Croma,3.9,0,0,â‚¹18990,â‚¹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,
KODAK,4.5,17462,5306,â‚¹31999,â‚¹42999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840X2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/c/x/p/50ca7077-kodak-original-imafz2hfsh5hxfgm.jpeg?q=70,
LG,4.4,5830,698,â‚¹44990,â‚¹64990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/9/u/x/50up7500ptz-50up7500ptz-lg-original-imag4q3z3jjxt7ek.jpeg?q=70,
Thomson,4.3,6421,1797,â‚¹23999,â‚¹29999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kiyw9e80-0/television/f/g/i/43path4545-thomson-original-imafynyvqnxfnzfd.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹16999,â‚¹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,
Nokia,4.3,11336,1966,â‚¹42999,â‚¹70000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2p23rk0/television/3/q/k/-original-imagdzfjgkfbbs3g.jpeg?q=70,
Blaupunkt,4.4,6977,1601,â‚¹13499,â‚¹19499,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/r/d/6/-original-imagcppf9wkqyug5.jpeg?q=70,
ONIDA,4.4,591,102,â‚¹13999,â‚¹23490,Netflix|Prime Video|Youtube,Operating System: VIDAA,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1qrjbk0/television/p/8/w/32iv-onida-original-imagd8pe9r52edvc.jpeg?q=70,
Croma,4.2,1773,217,â‚¹7990,â‚¹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,
KODAK,4.3,3192,770,â‚¹32999,â‚¹39990,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/5/z/a/55uhdx7xpro-kodak-original-imafz2zf4zqgsna9.jpeg?q=70,
CORNEA,0,0,0,â‚¹10999,â‚¹19999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/television/m/u/j/-original-imagfpghgc3gr3mq.jpeg?q=70,
Xiaomi,4.7,0,0,â‚¹89999,â‚¹199999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/television/y/j/f/-original-imageg44rmug6gqt.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8699,â‚¹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,
LG,4.4,0,0,â‚¹39990,â‚¹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/z/a/z/43nano73tpz-43nano73tpz-lg-original-imag4q3xcjfyhacx.jpeg?q=70,
Vu,4.3,0,0,â‚¹35999,â‚¹60000,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k5vcya80/television/z/k/e/vu-50ca-original-imafzgkftuszcbza.jpeg?q=70,
acer,4.4,1722,265,â‚¹13999,â‚¹19990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kwqq1zk0/television/f/g/x/-original-imag9cjzwcc9hsjm.jpeg?q=70,
Croma,4.2,0,0,â‚¹11990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,
TCL,4.4,0,0,â‚¹34990,â‚¹62990,Netflix|Prime Video|Disney+Hotstar|Youtube,Ultra HD (4K) 3840x2160 Pixels,24W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 1 x USB,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/q/7/g/-original-imagdvsyfgjfvvgq.jpeg?q=70,
LG,4.5,799,121,â‚¹55990,â‚¹89990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/d/b/f/55up7720pty-55up7720pty-lg-original-imag4q3ysrnhq3z4.jpeg?q=70,
TCL,4.9,0,0,â‚¹36990,â‚¹50990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 Ã— 2160 Pixels,24 rms Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/p/9/b/-original-imagdvsyzur3gvbw.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,
Coocaa,4.2,14827,2328,â‚¹39999,0,Prime Video|Disney+Hotstar|Youtube,Operating System: Coolita,Full HD 1920 x 1080 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/television/e/i/k/-original-imagfpejzvnepwvn.jpeg?q=70,
Nokia,4.3,23271,3975,â‚¹22999,â‚¹29000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3xcr680/television/f/f/p/-original-imagexnssdcgzyzj.jpeg?q=70,
TCL,4.7,0,0,â‚¹25390,â‚¹47990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 rms Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/c/x/i/-original-imagdvsyhphjahyx.jpeg?q=70,
Croma,3.9,0,0,â‚¹18990,â‚¹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,
Sansui,0,0,0,â‚¹13479,â‚¹19990,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 year comprehensive warranty,https://rukminim1.flixcart.com/image/312/312/l1grgcw0/television/p/q/6/jsy32skhd-sansui-original-imagdf2hfceparab.jpeg?q=70,
Blaupunkt,4.6,3380,928,â‚¹55999,â‚¹75999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/z/c/1/-original-imagcppgc2ycvxdb.jpeg?q=70,
ONIDA,4.4,591,102,â‚¹35999,â‚¹68990,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/a/f/f/55uiv-onida-original-imagcpwwsushcvb3.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹16999,â‚¹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,
Nokia,4.3,11336,1966,â‚¹36999,â‚¹50000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2p23rk0/television/9/i/s/-original-imagdzfjvbfrbprp.jpeg?q=70,
SAMSUNG,4.2,1035,144,â‚¹69990,â‚¹119900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2rwzgw0/television/i/q/r/-original-imagefjnnfcuvuhn.jpeg?q=70,
SONY,0,0,0,â‚¹70990,â‚¹99900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3929ow0/television/h/d/m/kd-65x75k-in5-sony-original-imagef3zkuszrfgh.jpeg?q=70,
Croma,4.2,1773,217,â‚¹7990,â‚¹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,
KODAK,4.5,17462,5306,â‚¹54999,â‚¹69999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840X2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/c/x/p/50ca7077-kodak-original-imafz2hfsh5hxfgm.jpeg?q=70,
realme,4.3,25107,2932,â‚¹41999,â‚¹42999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kosxzm80/television/5/p/e/rmv2005-realme-original-imag36hxruzv9wex.jpeg?q=70,
Nokia,4.3,23271,3975,â‚¹42999,â‚¹54990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/f/x/b/50uhdadndt8p-nokia-original-imag79bpzfgcqur4.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8699,â‚¹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,
Yuwa,0,0,0,â‚¹30499,â‚¹47448,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840*2160 Pixels,20 WATT Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1ch4sw0/television/t/p/y/nty-55s-nty-55s-yuwa-original-imagcxn4hq3hzvqh.jpeg?q=70,
SAMSUNG,4.2,1035,144,â‚¹82990,â‚¹144900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2rwzgw0/television/m/y/s/-original-imagefjnx9bk5mxt.jpeg?q=70,
Compaq,4.4,0,0,â‚¹14499,â‚¹21999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kxf0jgw0/television/7/y/l/cq32aphdbz-compaq-original-imag9ve8paqggjaz.jpeg?q=70,
Croma,4.2,0,0,â‚¹11990,â‚¹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,
SAMSUNG,4.3,0,0,â‚¹19590,â‚¹26490,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/n/i/q/ua32t4410-samsung-original-imag58xgtxnta2sp.jpeg?q=70,
Infinix,4.2,14818,2281,â‚¹15999,â‚¹17999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kingqkw0/television/j/y/m/infinix-32x1-original-imafye7tdvhytbgw.jpeg?q=70,
Hisense,4.3,0,0,â‚¹77990,â‚¹119990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,36 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kql8sy80/television/p/o/z/70a71f-70a71f-hisense-original-imag4kgnpk7sjcrw.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹8999,â‚¹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,
Thomson,4.3,8779,2004,â‚¹21999,â‚¹29999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjym9ow0/television/f/l/1/43path0009-bl-43path0009-bl-thomson-original-imafzf348nshuh3q.jpeg?q=70,
Infinix,4.2,14818,2281,â‚¹24999,0,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kij6f0w0/television/z/y/q/infinix-43x1-original-imafyaprgrmpfjhx.jpeg?q=70,
iFFALCON,4.2,1198,115,â‚¹11999,â‚¹18990,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/kdga1zk0/television/b/y/w/iffalcon-32e32-32e32-original-imafucgeqxhhjt3u.jpeg?q=70,
Croma,3.9,0,0,â‚¹18990,â‚¹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,
KODAK,4.5,17462,5306,â‚¹25999,â‚¹37999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840X2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/c/x/p/50ca7077-kodak-original-imafz2hfsh5hxfgm.jpeg?q=70,
Nokia,4.3,2900,500,â‚¹42999,â‚¹59999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/g/x/z/50uhdadndt52x-nokia-original-imag79br4zfyw83q.jpeg?q=70,
LG,4.4,5830,698,â‚¹74990,â‚¹119990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/y/0/g/65up7500ptz-65up7500ptz-lg-original-imag4q3zbmruhsfg.jpeg?q=70,
Adsun,3.8,6742,930,â‚¹16999,â‚¹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,
TCL,4.4,0,0,â‚¹66490,â‚¹189990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/v/i/0/-original-imagdvsxxsnukq3u.jpeg?q=70,
SONY,4.7,1424,290,â‚¹62999,â‚¹84900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ks4yz680/television/j/v/c/kd-50x74-sony-original-imag5sy47wghxaue.jpeg?q=70,
Nokia,4.4,1378,252,â‚¹49999,â‚¹69999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/8/l/c/50uhdaqndt5q-nokia-original-imag79breguarr7s.jpeg?q=70,
iFFALCON,4.5,0,0,â‚¹79999,â‚¹156990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kve530w0/television/4/i/r/-original-imag8avhxhh4uyyw.jpeg?q=70,
MarQ,4.3,5279,988,â‚¹28999,â‚¹34999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840x2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/television/w/y/w/-original-imagbz2cczwh5ync.jpeg?q=70,
MOTOROLA,4.3,20879,3410,â‚¹30999,â‚¹46050,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k3hmj680/television/e/b/r/motorola-65sauhdm-original-imafm59fztjjshhm.jpeg?q=70,
SONY,4.6,0,0,â‚¹53999,â‚¹66900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqqykcw0/television/z/s/m/kd-50x75-sony-original-imag4p2w6742eqjc.jpeg?q=70,
KODAK,4.5,17462,5306,â‚¹25999,â‚¹37999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840X2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/c/x/p/50ca7077-kodak-original-imafz2hfsh5hxfgm.jpeg?q=70,
Yuwa,0,0,0,â‚¹24899,â‚¹52990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l432ikw0/television/p/z/i/y-50s-uhd-fl-yuwa-original-imagf2gyydtfxvfw.jpeg?q=70,
Coocaa,4.3,2662,600,â‚¹31999,â‚¹64990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kikluvk0/television/e/m/z/coocaa-50s6g-original-imafybrnrucsmcvu.jpeg?q=70,
TCL,4.6,0,0,â‚¹15990,â‚¹29990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,16 rms Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/c/x/i/-original-imagdvsyhphjahyx.jpeg?q=70,
Sansui,0,0,0,â‚¹13479,â‚¹19990,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 year comprehensive warranty,https://rukminim1.flixcart.com/image/312/312/l1grgcw0/television/p/q/6/jsy32skhd-sansui-original-imagdf2hfceparab.jpeg?q=70,
PHILIPS,4.2,0,0,â‚¹42999,â‚¹79990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqidx8w0/television/j/s/o/50put8215-94-philips-original-imag4gb5vkhsj8fk.jpeg?q=70,
TCL,4.4,0,0,â‚¹28215,â‚¹51990,Netflix|Prime Video|Disney+Hotstar|Youtube,Ultra HD (4K) 3840x2160 Pixels,24W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 1 x USB,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/q/7/g/-original-imagdvsyfgjfvvgq.jpeg?q=70,
Hisense,4.5,2252,458,â‚¹45990,â‚¹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,102 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l26hdow0/television/a/b/j/-original-imagdkzjgq2bq6rm.jpeg?q=70,
